population_ID	species	environment_type	pesticide	modality	dose	repetition_ID	alive	dead	total
MEAM1	MEAM1	Laboratory	plenum	dose	1.22	r2	7	8	15
MEAM1	MEAM1	Laboratory	plenum	dose	1.22	r3	7	8	15
MEAM1	MEAM1	Laboratory	plenum	dose	1.22	r4	7	8	15
MEAM1	MEAM1	Laboratory	plenum	dose	2.44	r1	2	13	15
MEAM1	MEAM1	Laboratory	plenum	dose	2.44	r2	6	9	15
MEAM1	MEAM1	Laboratory	plenum	dose	2.44	r3	3	12	15
MEAM1	MEAM1	Laboratory	plenum	dose	2.44	r4	4	11	15
MEAM1	MEAM1	Laboratory	plenum	dose	9.77	r1	2	13	15
MEAM1	MEAM1	Laboratory	plenum	dose	9.77	r2	2	13	15
MEAM1	MEAM1	Laboratory	plenum	dose	9.77	r3	1	14	15
MEAM1	MEAM1	Laboratory	plenum	dose	9.77	r4	0	15	15
MEAM1	MEAM1	Laboratory	plenum	dose	156.25	r1	0	15	15
MEAM1	MEAM1	Laboratory	plenum	dose	156.25	r2	0	15	15
MEAM1	MEAM1	Laboratory	plenum	dose	156.25	r3	0	15	15
MEAM1	MEAM1	Laboratory	plenum	dose	156.25	r4	0	15	15
P65	MEAM1	Greenhouse	plenum	control	0	r1	14	1	15
P65	MEAM1	Greenhouse	plenum	control	0	r2	13	2	15
P65	MEAM1	Greenhouse	plenum	control	0	r3	12	3	15
P65	MEAM1	Greenhouse	plenum	control	0	r4	14	1	15
P65	MEAM1	Greenhouse	plenum	dose	9.77	r1	13	2	15
P65	MEAM1	Greenhouse	plenum	dose	9.77	r2	15	0	15
P65	MEAM1	Greenhouse	plenum	dose	9.77	r3	15	0	15
P65	MEAM1	Greenhouse	plenum	dose	9.77	r4	12	3	15
P65	MEAM1	Greenhouse	plenum	dose	39.06	r1	9	6	15
P65	MEAM1	Greenhouse	plenum	dose	39.06	r2	10	5	15
P65	MEAM1	Greenhouse	plenum	dose	39.06	r3	11	5	16
P65	MEAM1	Greenhouse	plenum	dose	39.06	r4	14	1	15
P65	MEAM1	Greenhouse	plenum	dose	156.25	r1	8	7	15
P65	MEAM1	Greenhouse	plenum	dose	156.25	r2	11	4	15
P65	MEAM1	Greenhouse	plenum	dose	156.25	r3	10	5	15
P65	MEAM1	Greenhouse	plenum	dose	156.25	r4	12	3	15
P65	MEAM1	Greenhouse	plenum	dose	625	r1	9	6	15
P65	MEAM1	Greenhouse	plenum	dose	625	r2	11	4	15
P65	MEAM1	Greenhouse	plenum	dose	625	r3	9	6	15
P65	MEAM1	Greenhouse	plenum	dose	625	r4	11	4	15
P65	MEAM1	Greenhouse	plenum	dose	2500	r1	11	4	15
P65	MEAM1	Greenhouse	plenum	dose	2500	r2	12	3	15
P65	MEAM1	Greenhouse	plenum	dose	2500	r3	9	6	15
P65	MEAM1	Greenhouse	plenum	dose	2500	r4	10	5	15
P65	MEAM1	Greenhouse	plenum	dose	10000	r1	10	5	15
P65	MEAM1	Greenhouse	plenum	dose	10000	r2	11	4	15
P65	MEAM1	Greenhouse	plenum	dose	10000	r3	5	10	15
P65	MEAM1	Greenhouse	plenum	dose	10000	r4	10	5	15
P66	MEAM1	Field surroundings	plenum	control	0	r1	13	2	15
P66	MEAM1	Field surroundings	plenum	control	0	r2	13	2	15
P66	MEAM1	Field surroundings	plenum	control	0	r3	14	1	15
P66	MEAM1	Field surroundings	plenum	control	0	r4	13	2	15
P66	MEAM1	Field surroundings	plenum	dose	9.77	r1	14	1	15
P66	MEAM1	Field surroundings	plenum	dose	9.77	r2	15	0	15
P66	MEAM1	Field surroundings	plenum	dose	9.77	r3	12	3	15
P66	MEAM1	Field surroundings	plenum	dose	9.77	r4	12	3	15
P66	MEAM1	Field surroundings	plenum	dose	39.06	r1	15	1	16
P66	MEAM1	Field surroundings	plenum	dose	39.06	r2	15	0	15
P66	MEAM1	Field surroundings	plenum	dose	39.06	r3	12	2	14
P66	MEAM1	Field surroundings	plenum	dose	39.06	r4	9	6	15
P66	MEAM1	Field surroundings	plenum	dose	156.25	r1	14	1	15
P66	MEAM1	Field surroundings	plenum	dose	156.25	r2	13	2	15
P66	MEAM1	Field surroundings	plenum	dose	156.25	r3	15	0	15
P66	MEAM1	Field surroundings	plenum	dose	156.25	r4	13	2	15
P66	MEAM1	Field surroundings	plenum	dose	625	r1	11	4	15
P66	MEAM1	Field surroundings	plenum	dose	625	r2	11	4	15
P66	MEAM1	Field surroundings	plenum	dose	625	r3	12	3	15
P66	MEAM1	Field surroundings	plenum	dose	625	r4	10	5	15
P66	MEAM1	Field surroundings	plenum	dose	2500	r1	15	0	15
P66	MEAM1	Field surroundings	plenum	dose	2500	r2	11	4	15
P66	MEAM1	Field surroundings	plenum	dose	2500	r3	10	5	15
P66	MEAM1	Field surroundings	plenum	dose	2500	r4	10	5	15
P66	MEAM1	Field surroundings	plenum	dose	10000	r1	2	13	15
P66	MEAM1	Field surroundings	plenum	dose	10000	r2	11	4	15
P66	MEAM1	Field surroundings	plenum	dose	10000	r3	3	12	15
P66	MEAM1	Field surroundings	plenum	dose	10000	r4	14	1	15
P23	MEAM1	Field surroundings	plenum	control	0	r1	15	0	15
P23	MEAM1	Field surroundings	plenum	control	0	r2	13	2	15
P23	MEAM1	Field surroundings	plenum	control	0	r3	14	1	15
P23	MEAM1	Field surroundings	plenum	control	0	r4	12	3	15
P23	MEAM1	Field surroundings	plenum	dose	9.77	r1	16	0	16
P23	MEAM1	Field surroundings	plenum	dose	9.77	r2	12	3	15
P23	MEAM1	Field surroundings	plenum	dose	9.77	r3	15	0	15
P23	MEAM1	Field surroundings	plenum	dose	9.77	r4	15	0	15
P23	MEAM1	Field surroundings	plenum	dose	39.06	r1	13	2	15
P23	MEAM1	Field surroundings	plenum	dose	39.06	r2	13	2	15
P23	MEAM1	Field surroundings	plenum	dose	39.06	r3	13	2	15
P23	MEAM1	Field surroundings	plenum	dose	39.06	r4	14	1	15
P23	MEAM1	Field surroundings	plenum	dose	156.25	r1	11	4	15
P23	MEAM1	Field surroundings	plenum	dose	156.25	r2	14	1	15
P23	MEAM1	Field surroundings	plenum	dose	156.25	r3	13	2	15
P23	MEAM1	Field surroundings	plenum	dose	156.25	r4	14	1	15
P23	MEAM1	Field surroundings	plenum	dose	625	r1	13	2	15
P23	MEAM1	Field surroundings	plenum	dose	625	r2	10	5	15
P23	MEAM1	Field surroundings	plenum	dose	625	r3	14	1	15
P23	MEAM1	Field surroundings	plenum	dose	625	r4	13	2	15
P23	MEAM1	Field surroundings	plenum	dose	2500	r1	10	5	15
P23	MEAM1	Field surroundings	plenum	dose	2500	r2	9	6	15
P23	MEAM1	Field surroundings	plenum	dose	2500	r3	12	3	15
P23	MEAM1	Field surroundings	plenum	dose	2500	r4	12	3	15
P23	MEAM1	Field surroundings	plenum	dose	10000	r1	12	3	15
P23	MEAM1	Field surroundings	plenum	dose	10000	r2	15	0	15
P23	MEAM1	Field surroundings	plenum	dose	10000	r3	11	4	15
P23	MEAM1	Field surroundings	plenum	dose	10000	r4	11	4	15
